id,attn1,attn2,practice_sim_1,practice_sim_2,practice_sim_3,practice_sim_4,pair,rating_num,order,q1,q2,q1_program,q2_program,q1_standard,q2_standard,similarity
87,1,1,1,1,6,5,99,12,21,How many legs does the red monster have?,Does the red monster have the same number of legs as the blue monster?,(legs r),(== (legs r) (legs b)),How many legs does the red monster have?,Does the red monster have the same number of legs as the blue monster?,5
87,1,1,1,1,6,5,5,13,21,What's the blue monster head shape?,How many monsters have square heads?,(shape b),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),What shape is the blue monster's head?,How many monsters have a square head?,5
87,1,1,1,1,6,5,46,14,12,Is there any monster with more than one leg?,Does the monster with the square head have two three or one leg?,(any (map (lambda x0 (> (legs x0) 1)) (set b r p))),(legs b),Do any of the monsters have more than one leg?,How many legs does the blue monster have?,5
87,1,1,1,1,6,5,70,15,21,Does the purple monster have a square head?,Is the purple monster one leg?,(== (shape p) Square),(== (legs p) 1),Does the purple monster have a square head?,Does the purple monster have one leg?,2
88,1,1,1,1,3,2,82,1,12,Is the red monster's head a square or a circle?,How many legs do the monsters have combined?,(shape r),(++ (map (lambda x0 (legs x0)) (set b r p))),What shape is the red monster's head?,How many legs do all the monsters have combined together?,1
88,1,1,1,1,3,2,33,2,21,How many monsters have the same number of legs as the purple monster?,Does the red monster have one leg?,(++ (map (lambda x0 (== (legs x0) (legs p))) (set b r p))),(== (legs r) 1),How many monsters have the same number of legs as the purple monster?,Does the red monster have one leg?,2
88,1,1,1,1,3,2,63,3,21,How many square heads are there?,Does the purple monster have three legs?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(== (legs p) 3),How many monsters have a square head?,Does the purple monster have three legs?,1
88,1,1,1,1,3,2,37,4,12,Do the blue and purple monsters have more than one leg?,Does the purple monster have three legs?,(and (> (legs b) 1) (> (legs p) 1)),(== (legs p) 3),Do the blue monster and the purple monster both have more than one leg?,Does the purple monster have three legs?,2
88,1,1,1,1,3,2,24,5,12,How many monsters have a round head?,How many monsters have two legs?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),How many monsters have a circle head?,How many monsters have two legs?,1
88,1,1,1,1,3,2,76,6,12,Do all of the monsters have a different number of legs?,Does the blue and purple monsters have each two legs?,(== (setSize (unique (map (lambda x0 (legs x0)) (set b r p)))) 3),(and (== (legs b) 2) (== (legs p) 2)),Do all the monsters have a different number of legs?,Do the blue monster and the purple monster both have two legs?,3
88,1,1,1,1,3,2,81,7,12,Does the purple monster have three legs?,Does the red monster have a square head and three legs?,(== (legs p) 3),(and (== (legs r) 3) (== (shape r) Square)),Does the purple monster have three legs?,Does the red monster have three legs and a square head?,4
88,1,1,1,1,3,2,13,8,21,How many legs does the blue monster have?,What are the shapes of the red monsters head?,(legs b),(shape r),How many legs does the blue monster have?,What shape is the red monster's head?,1
88,1,1,1,1,3,2,39,9,12,How many monsters have square heads?,What head does the red thing have?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(shape r),How many monsters have a square head?,What shape is the red monster's head?,2
88,1,1,1,1,3,2,74,10,21,How many legs does the purple monster have?,Does the purple monster have two legs?,(legs p),(== (legs p) 2),How many legs does the purple monster have?,Does the purple monster have two legs?,5
88,1,1,1,1,3,2,92,11,12,Do all monsters with two legs have a circle heads?,How many monsters have two legs?,(all (map (lambda x0 (== (shape x0) Circle)) (legsObjects 2))),(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),Do all the two-legged monsters have a circle head?,How many monsters have two legs?,1
88,1,1,1,1,3,2,48,12,12,"Does the purple one have one leg, and the blue one have a square head, and and it has two legs and the red one has a circle head and it has three legs?",How many monsters have two legs?,(and (and (and (== (legs b) 2) (== (shape b) Square)) (and (== (legs r) 3) (== (shape r) Circle))) (== (legs p) 1)),(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),"Does the blue monster have two legs and a square head, the red monster have three legs and a circle head, and the purple monster have one leg?",How many monsters have two legs?,2
88,1,1,1,1,3,2,44,13,21,How many legs does the blue one have?,How many legs does the blue monster have?,(legs b),(legs b),How many legs does the blue monster have?,How many legs does the blue monster have?,5
88,1,1,1,1,3,2,95,14,12,Do the square headed monsters have more than one leg?,Do any of the monsters have a circle head?,(all (map (lambda x0 (> (legs x0) 1)) (shapeObjects Square))),(any (map (lambda x0 (== (shape x0) Circle)) (set b r p))),Do all the square-headed monsters have more than one leg?,Do any of the monsters have a circle head?,1
88,1,1,1,1,3,2,34,15,12,Do the red and blue monsters have a circle head?,Does the blue monster have more legs than the purple monster?,(and (== (shape r) Circle) (== (shape b) Circle)),(> (legs b) (legs p)),Do the red monster and the blue monster both have a circle head?,Does the blue monster have more legs than the purple monster?,1
89,1,1,1,1,2,4,10,1,12,Does the purple monster have a square head?,Do any two adjacent monsters have the same head shape or leg count?,(== (shape p) Square),(or (or (== (legs r) (legs p)) (== (shape r) (shape p))) (or (== (legs p) (legs b)) (== (shape p) (shape b)))),Does the purple monster have a square head?,Does either the red monster or blue monster have the same number of legs or head shape as the purple monster?,1
89,1,1,1,1,2,4,74,2,21,How many legs does the purple monster have?,Does the purple monster have two legs?,(legs p),(== (legs p) 2),How many legs does the purple monster have?,Does the purple monster have two legs?,6
89,1,1,1,1,2,4,36,3,21,Do they both have circle heads?,Do all the monsters have a circle head?,(and (== (shape b) Circle) (== (shape r) Circle)),(all (map (lambda x0 (== (shape x0) Circle)) (set b r p))),Do the blue monster and the red monster both have a circle head?,Do all the monsters have a circle head?,5
89,1,1,1,1,2,4,8,4,21,How many legs does the blue monster have?,How many monsters have a square head?,(legs b),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),How many legs does the blue monster have?,How many monsters have a square head?,1
89,1,1,1,1,2,4,27,5,21,Do all of the monsters have three legs?,What kind of head is the blue monster?,(all (map (lambda x0 (== (legs x0) 3)) (set b r p))),(shape b),Do all the monsters have three legs?,What shape is the blue monster's head?,1
89,1,1,1,1,2,4,30,6,21,How many legs does the blue monster have?,Does the purple monster have less than three legs?,(legs b),(< (legs p) 3),How many legs does the blue monster have?,Does the purple monster have less than three legs?,2
89,1,1,1,1,2,4,23,7,21,Does the blue and red monster have the same head as the purple?,How many circle headed monsters are there?,(=== (map (lambda x0 (shape x0)) (set b r p))),(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),Do all the monsters have the same head shape?,How many monsters have a circle head?,2
89,1,1,1,1,2,4,39,8,21,How many monsters have square heads?,What head does the red thing have?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(shape r),How many monsters have a square head?,What shape is the red monster's head?,2
89,1,1,1,1,2,4,80,9,21,How many monsters have round heads?,Is the red monster the same as the purple monster with two legs and a square head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(and (== (legs r) 2) (== (shape r) Square)),How many monsters have a circle head?,Does the red monster have two legs and a square head?,2
89,1,1,1,1,2,4,9,10,12,Does the red monster have a square head?,Do the monsters all have one leg?,(== (shape r) Square),(all (map (lambda x0 (== (legs x0) 1)) (set b r p))),Does the red monster have a square head?,Do all the monsters have one leg?,1
89,1,1,1,1,2,4,19,11,21,Hoe many monsters have round heads?,Does the blue and purple monster have the same amount of legs?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(== (legs b) (legs p)),How many monsters have a circle head?,Does the blue monster have the same number of legs as the purple monster?,1
89,1,1,1,1,2,4,76,12,21,Do all of the monsters have a different number of legs?,Does the blue and purple monsters have each two legs?,(== (setSize (unique (map (lambda x0 (legs x0)) (set b r p)))) 3),(and (== (legs b) 2) (== (legs p) 2)),Do all the monsters have a different number of legs?,Do the blue monster and the purple monster both have two legs?,5
89,1,1,1,1,2,4,54,13,21,How many legs does the red monster have?,How many monsters have a circle head?,(legs r),(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),How many legs does the red monster have?,How many monsters have a circle head?,1
89,1,1,1,1,2,4,7,14,12,Do most of the monsters in the box have square or round heads?,Does the blue monster have a square head?,(> (++ (map (lambda x0 (== (shape x0) Square)) (set b r p))) (++ (map (lambda x0 (== (shape x0) Circle)) (set b r p)))),(== (shape b) Square),Are there more monsters with square heads or circle heads?,Does the blue monster have a square head?,4
89,1,1,1,1,2,4,66,15,12,Does any of the monsters have circle heads?,Does they all have the same number of legs?,(any (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(=== (map (lambda x0 (legs x0)) (set b r p))),Do any of the monsters have a circle head?,Do all the monsters have the same number of legs?,1
90,1,1,1,5,3,2,13,1,21,How many legs does the blue monster have?,What are the shapes of the red monsters head?,(legs b),(shape r),How many legs does the blue monster have?,What shape is the red monster's head?,1
90,1,1,1,5,3,2,73,2,21,Does the red monster have the same head as the purple monster?,How many monsters have one leg?,(== (shape r) (shape p)),(++ (map (lambda x0 (== (legs x0) 1)) (set b r p))),Is the red monster's head the same shape as the purple monster's head?,How many monsters have one leg?,2
90,1,1,1,5,3,2,58,3,12,Does the purple one have one leg?,How many monsters have square heads?,(== (legs p) 1),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),Does the purple monster have one leg?,How many monsters have a square head?,2
90,1,1,1,5,3,2,7,4,12,Do most of the monsters in the box have square or round heads?,Does the blue monster have a square head?,(> (++ (map (lambda x0 (== (shape x0) Square)) (set b r p))) (++ (map (lambda x0 (== (shape x0) Circle)) (set b r p)))),(== (shape b) Square),Are there more monsters with square heads or circle heads?,Does the blue monster have a square head?,4
90,1,1,1,5,3,2,46,5,12,Is there any monster with more than one leg?,Does the monster with the square head have two three or one leg?,(any (map (lambda x0 (> (legs x0) 1)) (set b r p))),(legs b),Do any of the monsters have more than one leg?,How many legs does the blue monster have?,4
90,1,1,1,5,3,2,51,6,12,What is the shape of the red monster's head?,Does the purple monster have the same legs and head as the red monster?,(shape r),(and (== (legs p) (legs r)) (== (shape p) (shape r))),What shape is the red monster's head?,Does the purple monster have the same number of legs and head shape as the red monster?,3
90,1,1,1,5,3,2,91,7,12,Do all the monsters have the same shape head?,Is the red one circle?,(=== (map (lambda x0 (shape x0)) (set b r p))),(== (shape r) Circle),Do all the monsters have the same head shape?,Does the red monster have a circle head?,1
90,1,1,1,5,3,2,60,8,12,Does any of them have two legs?,How many legs does the purple monster have?,(any (map (lambda x0 (== (legs x0) 2)) (set b r p))),(legs p),Do any of the monsters have two legs?,How many legs does the purple monster have?,4
90,1,1,1,5,3,2,31,9,21,How many monsters have a square head?,What kind of head does the purple monster have?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(shape p),How many monsters have a square head?,What shape is the purple monster's head?,4
90,1,1,1,5,3,2,68,10,21,Does any of the monsters have a square head?,Are all the heads the same?,(any (map (lambda x0 (== (shape x0) Square)) (set b r p))),(=== (map (lambda x0 (shape x0)) (set b r p))),Do any of the monsters have a square head?,Do all the monsters have the same head shape?,3
90,1,1,1,5,3,2,29,11,12,How many monsters have circle heads?,How many monsters have square heads?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),How many monsters have a circle head?,How many monsters have a square head?,4
90,1,1,1,5,3,2,49,12,21,How many square heads?,What shape is the red monster's head?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(shape r),How many monsters have a square head?,What shape is the red monster's head?,3
90,1,1,1,5,3,2,64,13,21,How many monsters have one leg?,How many monsters in the box have a round head?,(++ (map (lambda x0 (== (legs x0) 1)) (set b r p))),(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),How many monsters have one leg?,How many monsters have a circle head?,1
90,1,1,1,5,3,2,53,14,21,What is total number of legs between the blue and purple monster?,What shape is the purple monster's head?,(+ (legs b) (legs p)),(shape p),How many legs do the blue and purple monsters have combined?,What shape is the purple monster's head?,1
90,1,1,1,5,3,2,28,15,21,How many legs does the purple monster have?,Does the blue monster have a circle head?,(legs p),(== (shape b) Circle),How many legs does the purple monster have?,Does the blue monster have a circle head?,1
91,1,1,1,2,6,4,97,1,21,How many legs does the purple monster have?,What head does a red monster have?,(legs p),(shape r),How many legs does the purple monster have?,What shape is the red monster's head?,4
91,1,1,1,2,6,4,52,2,12,How many legs does the purple monster have?,Do the red and blue monster's have the same shape head as the purple monster?,(legs p),(=== (map (lambda x0 (shape x0)) (set b r p))),How many legs does the purple monster have?,Do all the monsters have the same head shape?,2
91,1,1,1,2,6,4,98,3,21,How many monsters have a circle head with more than one leg?,Does the red monster have three legs?,(++ (map (lambda x0 (and (> (legs x0) 1) (== (shape x0) Circle))) (set b r p))),(== (legs r) 3),How many monsters have more than one leg and a circle head?,Does the red monster have three legs?,2
91,1,1,1,2,6,4,71,4,21,Are the purple and blue monsters head the same shape?,Is the blue monsters head the same shape as the purple monster's head?,(== (shape p) (shape b)),(== (shape b) (shape p)),Is the purple monster's head the same shape as the blue monster's head?,Is the blue monster's head the same shape as the purple monster's head?,6
91,1,1,1,2,6,4,9,5,12,Does the red monster have a square head?,Do the monsters all have one leg?,(== (shape r) Square),(all (map (lambda x0 (== (legs x0) 1)) (set b r p))),Does the red monster have a square head?,Do all the monsters have one leg?,2
91,1,1,1,2,6,4,15,6,21,Does the red monster have three legs?,Do the blue and purple monsters have the same shape head as the red monster?,(== (legs r) 3),(=== (map (lambda x0 (shape x0)) (set b r p))),Does the red monster have three legs?,Do all the monsters have the same head shape?,2
91,1,1,1,2,6,4,90,7,12,How many legs of the purple monster?,How many legs are there combined together?,(legs p),(++ (map (lambda x0 (legs x0)) (set b r p))),How many legs does the purple monster have?,How many legs do all the monsters have combined together?,4
91,1,1,1,2,6,4,5,8,21,What's the blue monster head shape?,How many monsters have square heads?,(shape b),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),What shape is the blue monster's head?,How many monsters have a square head?,4
91,1,1,1,2,6,4,37,9,12,Do the blue and purple monsters have more than one leg?,Does the purple monster have three legs?,(and (> (legs b) 1) (> (legs p) 1)),(== (legs p) 3),Do the blue monster and the purple monster both have more than one leg?,Does the purple monster have three legs?,5
91,1,1,1,2,6,4,62,10,21,How many have square heads?,Does the red or blue monster also have a square head?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(or (== (shape r) Square) (== (shape b) Square)),How many monsters have a square head?,Does either the red monster or the blue monster have a square head?,4
91,1,1,1,2,6,4,88,11,21,What is the shape of the red monster's head?,Does the red monster have three legs?,(shape r),(== (legs r) 3),What shape is the red monster's head?,Does the red monster have three legs?,2
91,1,1,1,2,6,4,1,12,21,How many legs does purple have?,How many monsters have one foots?,(legs p),(++ (map (lambda x0 (== (legs x0) 1)) (set b r p))),How many legs does the purple monster have?,How many monsters have one leg?,4
91,1,1,1,2,6,4,69,13,21,Does the purple monster have two legs?,How many legs do all the monsters have combined?,(== (legs p) 2),(++ (map (lambda x0 (legs x0)) (set b r p))),Does the purple monster have two legs?,How many legs do all the monsters have combined together?,3
91,1,1,1,2,6,4,82,14,12,Is the red monster's head a square or a circle?,How many legs do the monsters have combined?,(shape r),(++ (map (lambda x0 (legs x0)) (set b r p))),What shape is the red monster's head?,How many legs do all the monsters have combined together?,2
91,1,1,1,2,6,4,14,15,21,The blue monster have the square?,Does the purple monster have two legs?,(== (shape b) Square),(== (legs p) 2),Does the blue monster have a square head?,Does the purple monster have two legs?,3
92,1,1,1,1,5,4,32,1,21,How many legs do they have combined?,Is the purple monster's head the same shape as the blue's head?,(++ (map (lambda x0 (legs x0)) (set b r p))),(== (shape p) (shape b)),How many legs do all the monsters have combined together?,Is the purple monster's head the same shape as the blue monster's head?,1
92,1,1,1,1,5,4,99,2,21,How many legs does the red monster have?,Does the red monster have the same number of legs as the blue monster?,(legs r),(== (legs r) (legs b)),How many legs does the red monster have?,Does the red monster have the same number of legs as the blue monster?,4
92,1,1,1,1,5,4,46,3,21,Is there any monster with more than one leg?,Does the monster with the square head have two three or one leg?,(any (map (lambda x0 (> (legs x0) 1)) (set b r p))),(legs b),Do any of the monsters have more than one leg?,How many legs does the blue monster have?,2
92,1,1,1,1,5,4,43,4,21,What shape is the purple monsters head?,Which shape is the blue monster's head?,(shape p),(shape b),What shape is the purple monster's head?,What shape is the blue monster's head?,5
92,1,1,1,1,5,4,37,5,12,Do the blue and purple monsters have more than one leg?,Does the purple monster have three legs?,(and (> (legs b) 1) (> (legs p) 1)),(== (legs p) 3),Do the blue monster and the purple monster both have more than one leg?,Does the purple monster have three legs?,4
92,1,1,1,1,5,4,83,6,12,How many monsters have two legs?,Are the red and purple the same head shape?,(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),(== (shape r) (shape p)),How many monsters have two legs?,Is the red monster's head the same shape as the purple monster's head?,1
92,1,1,1,1,5,4,86,7,21,Is the purple monster the only one with a square head?,What shape does the red head have?,(and (and (== (shape r) Circle) (== (shape b) Circle)) (== (shape p) Square)),(shape r),"Does the red monster have a circle head, the blue monster have a circle head, and the purple monster have a square head?",What shape is the red monster's head?,2
92,1,1,1,1,5,4,28,8,12,How many legs does the purple monster have?,Does the blue monster have a circle head?,(legs p),(== (shape b) Circle),How many legs does the purple monster have?,Does the blue monster have a circle head?,1
92,1,1,1,1,5,4,66,9,21,Does any of the monsters have circle heads?,Does they all have the same number of legs?,(any (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(=== (map (lambda x0 (legs x0)) (set b r p))),Do any of the monsters have a circle head?,Do all the monsters have the same number of legs?,1
92,1,1,1,1,5,4,6,10,21,What's the red color's head?,How many monsters have a circle head?,(shape r),(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),What shape is the red monster's head?,How many monsters have a circle head?,1
92,1,1,1,1,5,4,7,11,12,Do most of the monsters in the box have square or round heads?,Does the blue monster have a square head?,(> (++ (map (lambda x0 (== (shape x0) Square)) (set b r p))) (++ (map (lambda x0 (== (shape x0) Circle)) (set b r p)))),(== (shape b) Square),Are there more monsters with square heads or circle heads?,Does the blue monster have a square head?,2
92,1,1,1,1,5,4,75,12,21,Do the red and blue monsters have the same shape of the head?,Do any of the monsters have three legs?,(== (shape r) (shape b)),(any (map (lambda x0 (== (legs x0) 3)) (set b r p))),Is the red monster's head the same shape as the blue monster's head?,Do any of the monsters have three legs?,1
92,1,1,1,1,5,4,44,13,12,How many legs does the blue one have?,How many legs does the blue monster have?,(legs b),(legs b),How many legs does the blue monster have?,How many legs does the blue monster have?,6
92,1,1,1,1,5,4,60,14,12,Does any of them have two legs?,How many legs does the purple monster have?,(any (map (lambda x0 (== (legs x0) 2)) (set b r p))),(legs p),Do any of the monsters have two legs?,How many legs does the purple monster have?,3
92,1,1,1,1,5,4,1,15,21,How many legs does purple have?,How many monsters have one foots?,(legs p),(++ (map (lambda x0 (== (legs x0) 1)) (set b r p))),How many legs does the purple monster have?,How many monsters have one leg?,2
93,1,1,1,1,1,3,94,1,21,How many legs does the purple monster have?,How many monsters have square heads?,(legs p),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),How many legs does the purple monster have?,How many monsters have a square head?,1
93,1,1,1,1,1,3,1,2,21,How many legs does purple have?,How many monsters have one foots?,(legs p),(++ (map (lambda x0 (== (legs x0) 1)) (set b r p))),How many legs does the purple monster have?,How many monsters have one leg?,4
93,1,1,1,1,1,3,24,3,12,How many monsters have a round head?,How many monsters have two legs?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),How many monsters have a circle head?,How many monsters have two legs?,1
93,1,1,1,1,1,3,5,4,21,What's the blue monster head shape?,How many monsters have square heads?,(shape b),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),What shape is the blue monster's head?,How many monsters have a square head?,3
93,1,1,1,1,1,3,54,5,12,How many legs does the red monster have?,How many monsters have a circle head?,(legs r),(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),How many legs does the red monster have?,How many monsters have a circle head?,1
93,1,1,1,1,1,3,11,6,12,What shape is the blue monster's head?,How many monsters have two legs?,(shape b),(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),What shape is the blue monster's head?,How many monsters have two legs?,1
93,1,1,1,1,1,3,22,7,12,How many legs are in the box?,How many legs does the purple monster have?,(++ (map (lambda x0 (legs x0)) (set b r p))),(legs p),How many legs do all the monsters have combined together?,How many legs does the purple monster have?,5
93,1,1,1,1,1,3,35,8,21,Is the purple head a square?,Does the blue monster have more legs than the purple monster?,(== (shape p) Square),(> (legs b) (legs p)),Does the purple monster have a square head?,Does the blue monster have more legs than the purple monster?,1
93,1,1,1,1,1,3,72,9,12,How many different shapes are the monsters heads?,How many monsters have a square head?,(setSize (unique (map (lambda x0 (shape x0)) (set b r p)))),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),How many different head shapes do the monsters have?,How many monsters have a square head?,4
93,1,1,1,1,1,3,15,10,21,Does the red monster have three legs?,Do the blue and purple monsters have the same shape head as the red monster?,(== (legs r) 3),(=== (map (lambda x0 (shape x0)) (set b r p))),Does the red monster have three legs?,Do all the monsters have the same head shape?,1
93,1,1,1,1,1,3,65,11,21,How many monsters have a circle head?,How many legs does the purple monster have?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(legs p),How many monsters have a circle head?,How many legs does the purple monster have?,1
93,1,1,1,1,1,3,66,12,12,Does any of the monsters have circle heads?,Does they all have the same number of legs?,(any (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(=== (map (lambda x0 (legs x0)) (set b r p))),Do any of the monsters have a circle head?,Do all the monsters have the same number of legs?,1
93,1,1,1,1,1,3,63,13,12,How many square heads are there?,Does the purple monster have three legs?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(== (legs p) 3),How many monsters have a square head?,Does the purple monster have three legs?,1
93,1,1,1,1,1,3,73,14,21,Does the red monster have the same head as the purple monster?,How many monsters have one leg?,(== (shape r) (shape p)),(++ (map (lambda x0 (== (legs x0) 1)) (set b r p))),Is the red monster's head the same shape as the purple monster's head?,How many monsters have one leg?,1
93,1,1,1,1,1,3,75,15,12,Do the red and blue monsters have the same shape of the head?,Do any of the monsters have three legs?,(== (shape r) (shape b)),(any (map (lambda x0 (== (legs x0) 3)) (set b r p))),Is the red monster's head the same shape as the blue monster's head?,Do any of the monsters have three legs?,1
94,1,1,1,1,4,5,21,1,12,How many legs are there total?,How many monsters have a square head?,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),How many legs do all the monsters have combined together?,How many monsters have a square head?,1
94,1,1,1,1,4,5,65,2,12,How many monsters have a circle head?,How many legs does the purple monster have?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(legs p),How many monsters have a circle head?,How many legs does the purple monster have?,1
94,1,1,1,1,4,5,11,3,21,What shape is the blue monster's head?,How many monsters have two legs?,(shape b),(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),What shape is the blue monster's head?,How many monsters have two legs?,1
94,1,1,1,1,4,5,26,4,12,How much legs does the red monster have?,Are any of their heads a circle?,(legs r),(any (map (lambda x0 (== (shape x0) Circle)) (set b r p))),How many legs does the red monster have?,Do any of the monsters have a circle head?,1
94,1,1,1,1,4,5,10,5,12,Does the purple monster have a square head?,Do any two adjacent monsters have the same head shape or leg count?,(== (shape p) Square),(or (or (== (legs r) (legs p)) (== (shape r) (shape p))) (or (== (legs p) (legs b)) (== (shape p) (shape b)))),Does the purple monster have a square head?,Does either the red monster or blue monster have the same number of legs or head shape as the purple monster?,4
94,1,1,1,1,4,5,2,6,12,How many monsters have square heads?,How many monsters have more than two legs?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (legs x0) 3)) (set b r p))),How many monsters have a square head?,How many monsters have three legs?,1
94,1,1,1,1,4,5,53,7,12,What is total number of legs between the blue and purple monster?,What shape is the purple monster's head?,(+ (legs b) (legs p)),(shape p),How many legs do the blue and purple monsters have combined?,What shape is the purple monster's head?,1
94,1,1,1,1,4,5,62,8,12,How many have square heads?,Does the red or blue monster also have a square head?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(or (== (shape r) Square) (== (shape b) Square)),How many monsters have a square head?,Does either the red monster or the blue monster have a square head?,5
94,1,1,1,1,4,5,9,9,21,Does the red monster have a square head?,Do the monsters all have one leg?,(== (shape r) Square),(all (map (lambda x0 (== (legs x0) 1)) (set b r p))),Does the red monster have a square head?,Do all the monsters have one leg?,1
94,1,1,1,1,4,5,66,10,21,Does any of the monsters have circle heads?,Does they all have the same number of legs?,(any (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(=== (map (lambda x0 (legs x0)) (set b r p))),Do any of the monsters have a circle head?,Do all the monsters have the same number of legs?,1
94,1,1,1,1,4,5,92,11,12,Do all monsters with two legs have a circle heads?,How many monsters have two legs?,(all (map (lambda x0 (== (shape x0) Circle)) (legsObjects 2))),(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),Do all the two-legged monsters have a circle head?,How many monsters have two legs?,4
94,1,1,1,1,4,5,12,12,12,Does the red monster have one leg?,How many legs does the purple monster have?,(== (legs r) 1),(legs p),Does the red monster have one leg?,How many legs does the purple monster have?,4
94,1,1,1,1,4,5,43,13,21,What shape is the purple monsters head?,Which shape is the blue monster's head?,(shape p),(shape b),What shape is the purple monster's head?,What shape is the blue monster's head?,4
94,1,1,1,1,4,5,60,14,21,Does any of them have two legs?,How many legs does the purple monster have?,(any (map (lambda x0 (== (legs x0) 2)) (set b r p))),(legs p),Do any of the monsters have two legs?,How many legs does the purple monster have?,4
94,1,1,1,1,4,5,6,15,21,What's the red color's head?,How many monsters have a circle head?,(shape r),(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),What shape is the red monster's head?,How many monsters have a circle head?,4
95,1,1,1,3,5,4,77,1,12,Does the purple monster have two legs?,Do any of them have two legs?,(== (legs p) 2),(any (map (lambda x0 (== (legs x0) 2)) (set b r p))),Does the purple monster have two legs?,Do any of the monsters have two legs?,6
95,1,1,1,3,5,4,39,2,12,How many monsters have square heads?,What head does the red thing have?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(shape r),How many monsters have a square head?,What shape is the red monster's head?,5
95,1,1,1,3,5,4,30,3,21,How many legs does the blue monster have?,Does the purple monster have less than three legs?,(legs b),(< (legs p) 3),How many legs does the blue monster have?,Does the purple monster have less than three legs?,5
95,1,1,1,3,5,4,100,4,21,Does the purple monster have two legs?,What shape is the red monsters head?,(== (legs p) 2),(shape r),Does the purple monster have two legs?,What shape is the red monster's head?,3
95,1,1,1,3,5,4,85,5,12,Does the blue monster have the same amount of legs as the purple and red monster?,Do the blue and red look the same?,(=== (map (lambda x0 (legs x0)) (set b r p))),(and (== (legs b) (legs r)) (== (shape b) (shape r))),Do all the monsters have the same number of legs?,Does the blue monster have the same number of legs and head shape as the red monster?,2
95,1,1,1,3,5,4,27,6,12,Do all of the monsters have three legs?,What kind of head is the blue monster?,(all (map (lambda x0 (== (legs x0) 3)) (set b r p))),(shape b),Do all the monsters have three legs?,What shape is the blue monster's head?,2
95,1,1,1,3,5,4,15,7,21,Does the red monster have three legs?,Do the blue and purple monsters have the same shape head as the red monster?,(== (legs r) 3),(=== (map (lambda x0 (shape x0)) (set b r p))),Does the red monster have three legs?,Do all the monsters have the same head shape?,1
95,1,1,1,3,5,4,2,8,12,How many monsters have square heads?,How many monsters have more than two legs?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (legs x0) 3)) (set b r p))),How many monsters have a square head?,How many monsters have three legs?,2
95,1,1,1,3,5,4,57,9,21,Does the purple monster have three legs?,How many monsters have square heads?,(== (legs p) 3),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),Does the purple monster have three legs?,How many monsters have a square head?,1
