id,trial,AgeGroup,age_yr,age_mo,question_cond,quality_cond,exposure_cond,n_attempts_color,n_attempts_head,n_attempts_legs,exp_answer_response,exp_answer_correct,trial_index,trial_type,hint_a,hint_b,hint_c,r_shape,r_legs,b_shape,b_legs,p_shape,p_legs,question,question_program,question_abstracted_idealized,notes,EIG,entropy,question_standard
1193,1,Kids,8,105,heads,good,exposure,3,2,3,NA,3,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,how many monsters have red hair,NA,NA,invalid,NA,1,NA
1193,2,Kids,8,105,heads,good,exposure,3,2,3,NA,3,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,how many monsters have blue legs,NA,NA,invalid,NA,5.75488750216347,NA
1193,3,Kids,8,105,heads,good,exposure,3,2,3,NA,3,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,how many monsters have hairy legs,NA,NA,invalid,NA,3.169925001442312,NA
1193,4,Kids,8,105,heads,good,exposure,3,2,3,NA,3,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,which monster took my cracker,NA,NA,invalid,NA,6.1699250014423175,NA
1196,1,Kids,7,94,legs,good,exposure,3,2,3,3,3,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Do any of them have the same head?,(or (or (== (shape p) (shape b)) (== (shape p) (shape r))) (== (shape r) (shape b))),(or (or (== (shape c) (shape c)) (== (shape c) (shape c))) (== (shape c) (shape c))),rewrite,-0,2,Do any of the monsters have the same head shape?
1196,2,Kids,7,94,legs,good,exposure,3,2,3,3,3,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,Do any of them have the same head or legs?,(or (or (or (== (legs b) (legs p)) (== (shape b) (shape p))) (or (== (legs r) (legs p)) (== (shape r) (shape p)))) (or (== (legs b) (legs r)) (== (shape b) (shape r)))),(or (or (or (== (legs c) (legs c)) (== (shape c) (shape c))) (or (== (legs c) (legs c)) (== (shape c) (shape c)))) (or (== (legs c) (legs c)) (== (shape c) (shape c)))),rewrite,-1.6017132519074597e-15,4.584962500721156,Do any of the monsters have the same number of legs or the same head shape?
1196,3,Kids,7,94,legs,good,exposure,3,2,3,3,3,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Do any of them have three legs?,(any (map (lambda x0 (== (legs x0) 3)) (set b r p))),(any (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,0.8767162889994637,6.754887502163456,Do any of the monsters have three legs?
1196,4,Kids,7,94,legs,good,exposure,3,2,3,3,3,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,Does the purple monster have two legs?,(== (legs p) 2),(== (legs c) n),NA,0.9182958340544896,1.584962500721156,Does the purple monster have two legs?
1202,1,Kids,8,103,heads,good,baseline,3,2,3,NA,NA,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,Is the blue monster's head a square?,(== (shape b) Square),(== (shape c) s),NA,0.9999999999999994,5.75488750216347,Does the blue monster have a square head?
1202,2,Kids,8,103,heads,good,baseline,3,2,3,NA,NA,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,What's the shape of the blue mon?ster's head,(shape b),(shape c),NA,0.9999999999999999,6.1699250014423175,What shape is the blue monster's head?
1202,3,Kids,8,103,heads,good,baseline,3,2,3,NA,NA,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,What shape is the red monster's head?,(shape r),(shape c),NA,1,1,What shape is the red monster's head?
1202,4,Kids,8,103,heads,good,baseline,3,2,3,NA,NA,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,How many legs does the blue monster have?,(legs b),(legs c),NA,1.584962500721156,3.169925001442312,How many legs does the blue monster have?
1204,1,Kids,5,63,heads,good,exposure,3,2,3,3,3,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Does the blue monster have one leg?,(== (legs b) 1),(== (legs c) n),NA,0.9182958340544896,3.169925001442312,Does the blue monster have one leg?
1204,2,Kids,5,63,heads,good,exposure,3,2,3,3,3,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,"Parent coaches on asking a question, gives framing , no question was asked",NA,NA,invalid,NA,1,NA
1204,3,Kids,5,63,heads,good,exposure,3,2,3,3,3,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,Does it have a circle head?,(== (shape b) Circle),(== (shape c) s),NA,0.9999999999999994,5.75488750216347,Does the blue monster have a circle head?
1204,4,Kids,5,63,heads,good,exposure,3,2,3,3,3,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,The purple one actually has a square head,NA,NA,invalid,NA,6.1699250014423175,NA
1207,1,Kids,6,75,heads,good,baseline,3,2,3,NA,NA,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,How many legs are there on blue?,(legs b),(legs c),NA,1.584962500721156,5.75488750216347,How many legs does the blue monster have?
1207,2,Kids,6,75,heads,good,baseline,3,2,3,NA,NA,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,How many legs does the blue monster have?,(legs b),(legs c),NA,1.584962500721156,6.1699250014423175,How many legs does the blue monster have?
1207,3,Kids,6,75,heads,good,baseline,3,2,3,NA,NA,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,How many legs does the purple monster have?,(legs p),(legs c),NA,1.584962500721156,3.169925001442312,How many legs does the purple monster have?
1207,4,Kids,6,75,heads,good,baseline,3,2,3,NA,NA,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Is the red monster's head square or circle?,(shape r),(shape c),NA,1,1,What shape is the red monster's head?
1209,1,Kids,7,85,legs,bad,exposure,3,2,3,6,6,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,What shape is the red monster's head?,(shape r),(shape c),NA,1,2,What shape is the red monster's head?
1209,2,Kids,7,85,legs,bad,exposure,3,2,3,6,6,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,How many legs does the blue monster have?,(legs b),(legs c),NA,1.584962500721156,4.584962500721156,How many legs does the blue monster have?
1209,3,Kids,7,85,legs,bad,exposure,3,2,3,6,6,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,How many legs does the purple monster have?,(legs p),(legs c),NA,1.584962500721156,6.754887502163456,How many legs does the purple monster have?
1209,4,Kids,7,85,legs,bad,exposure,3,2,3,6,6,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,Does the purple monster have two legs?,(== (legs p) 2),(== (legs c) n),NA,0.9182958340544896,1.584962500721156,Does the purple monster have two legs?
1212,1,Kids,5,62,legs,good,exposure,3,2,3,3,3,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,Is the blue one a circle?,(== (shape b) Circle),(== (shape c) s),NA,0.9999999999999998,4.584962500721156,Does the blue monster have a circle head?
1212,2,Kids,5,62,legs,good,exposure,3,2,3,3,3,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Is the blue one a square head?,(== (shape b) Square),(== (shape c) s),NA,1,2,Does the blue monster have a square head?
1212,3,Kids,5,62,legs,good,exposure,3,2,3,3,3,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Is the red monster a square head?,(== (shape r) Square),(== (shape c) s),NA,1.0000000000000007,6.754887502163456,Does the red monster have a square head?
1212,4,Kids,5,62,legs,good,exposure,3,2,3,3,3,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,Is the purple monster one leg?,(== (legs p) 1),(== (legs c) n),NA,0.9182958340544896,1.584962500721156,Does the purple monster have one leg?
1213,1,Kids,9,116,heads,good,exposure,3,2,3,3,3,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,How many have three legs?,(++ (map (lambda x0 (== (legs x0) 3)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,1.6982458350160314,5.75488750216347,How many monsters have three legs?
1213,2,Kids,9,116,heads,good,exposure,3,2,3,3,3,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,How many have one leg?,(++ (map (lambda x0 (== (legs x0) 1)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,1.3921472236645345,3.169925001442312,How many monsters have one leg?
1213,3,Kids,9,116,heads,good,exposure,3,2,3,3,3,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,What shape is the head?,(shape r),(shape c),NA,1,1,What shape is the red monster's head?
1213,4,Kids,9,116,heads,good,exposure,3,2,3,3,3,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Is the purple head a square?,(== (shape p) Square),(== (shape c) s),NA,0.9999999999999999,6.1699250014423175,Does the purple monster have a square head?
1215,1,Kids,5,61,heads,bad,exposure,3,2,3,2,2,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Do monsters have square heads?,NA,NA,ambiguous,NA,1,NA
1215,2,Kids,5,61,heads,bad,exposure,3,2,3,2,2,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,“One monster only has one circle head.”,NA,NA,invalid,NA,3.169925001442312,NA
1215,3,Kids,5,61,heads,bad,exposure,3,2,3,2,2,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,"“One, one monster only has one square”",NA,NA,invalid,NA,6.1699250014423175,NA
1215,4,Kids,5,61,heads,bad,exposure,3,2,3,2,2,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,No question was asked (but there is audio of parent telling child to ask a question instead of giving a statement),NA,NA,invalid,NA,5.75488750216347,NA
1218,1,Kids,5,65,heads,bad,exposure,4,2,3,2,2,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Is it a square?,(== (shape r) Square),(== (shape c) s),NA,1,1,Does the red monster have a square head?
1218,2,Kids,5,65,heads,bad,exposure,4,2,3,2,2,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,Is it a square?,(== (shape b) Square),(== (shape c) s),NA,0.9999999999999994,5.75488750216347,Does the blue monster have a square head?
1218,3,Kids,5,65,heads,bad,exposure,4,2,3,2,2,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Is it a circle,NA,NA,ambiguous,NA,6.1699250014423175,NA
1218,4,Kids,5,65,heads,bad,exposure,4,2,3,2,2,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Do they have 2 legs,NA,NA,ambiguous,NA,3.169925001442312,NA
1219,1,Kids,7,87,legs,bad,exposure,3,2,3,6,6,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,How many legs do all the monsters have combined together?,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (legs x0)) (set b r p))),NA,2.5259686330010953,6.754887502163456,How many legs do all the monsters have combined together?
1219,2,Kids,7,87,legs,bad,exposure,3,2,3,6,6,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,Do all of the monsters have the same head?,(=== (map (lambda x0 (shape x0)) (set b r p))),(=== (map (lambda x0 (shape x0)) (set b r p))),NA,0.8112781244591322,4.584962500721156,Do all the monsters have the same head shape?
1219,3,Kids,7,87,legs,bad,exposure,3,2,3,6,6,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many legs do the monsters have all together?,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (legs x0)) (set b r p))),NA,1.584962500721156,1.584962500721156,How many legs do all the monsters have combined together?
1219,4,Kids,7,87,legs,bad,exposure,3,2,3,6,6,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Do the red and the blue monster have the same type of heads?,(== (shape r) (shape b)),(== (shape c) (shape c)),NA,1,2,Is the red monster's head the same shape as the blue monster's head?
1220,1,Kids,7,92,legs,good,baseline,3,2,3,NA,NA,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,"Mm, I don't know",NA,NA,invalid,NA,1.584962500721156,NA
1220,2,Kids,7,92,legs,good,baseline,3,2,3,NA,NA,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,What head is the purple one?,(shape p),(shape c),NA,0.9999999999999998,4.584962500721156,What shape is the purple monster's head?
1220,3,Kids,7,92,legs,good,baseline,3,2,3,NA,NA,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,"Mm, I don't know",NA,NA,invalid,NA,2,NA
1220,4,Kids,7,92,legs,good,baseline,3,2,3,NA,NA,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,"Uhm, I don't know this",NA,NA,invalid,NA,6.754887502163456,NA
1221,1,Kids,5,62,heads,bad,exposure,3,2,3,2,2,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,NA,NA,NA,missing,NA,5.75488750216347,NA
1221,2,Kids,5,62,heads,bad,exposure,3,2,3,2,2,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,"Is the heads, the legs",NA,NA,invalid,NA,1,NA
1221,3,Kids,5,62,heads,bad,exposure,3,2,3,2,2,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,NA,NA,NA,missing,NA,6.1699250014423175,NA
1221,4,Kids,5,62,heads,bad,exposure,3,2,3,2,2,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,NA,NA,NA,bad audio,NA,3.169925001442312,NA
1222,1,Kids,7,92,heads,good,exposure,3,2,3,3,3,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does the blue monster have a square head?,(== (shape b) Square),(== (shape c) s),NA,-0,1,Does the blue monster have a square head?
1222,2,Kids,7,92,heads,good,exposure,3,2,3,3,3,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,How many monsters have one leg?,(++ (map (lambda x0 (== (legs x0) 1)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,1.3921472236645345,3.169925001442312,How many monsters have one leg?
1222,3,Kids,7,92,heads,good,exposure,3,2,3,3,3,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,How many monsters have square heads?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.811278124459133,6.1699250014423175,How many monsters have a square head?
1222,4,Kids,7,92,heads,good,exposure,3,2,3,3,3,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,How many monsters have two legs?,(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,1.6982458350160314,5.75488750216347,How many monsters have two legs?
1224,1,Kids,10,129,legs,bad,baseline,3,2,3,NA,NA,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Do they all have the same amount of legs?,(=== (map (lambda x0 (legs x0)) (set b r p))),(=== (map (lambda x0 (legs x0)) (set b r p))),NA,0.5032583347756443,6.754887502163456,Do all the monsters have the same number of legs?
1224,2,Kids,10,129,legs,bad,baseline,3,2,3,NA,NA,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Do the red and blue monsters have the same shape of the head?,(== (shape r) (shape b)),(== (shape c) (shape c)),NA,1,2,Is the red monster's head the same shape as the blue monster's head?
1224,3,Kids,10,129,legs,bad,baseline,3,2,3,NA,NA,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,what shape of a head do they all have,NA,NA,invalid,NA,4.584962500721156,NA
1224,4,Kids,10,129,legs,bad,baseline,3,2,3,NA,NA,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many legs does the purple monster have?,(legs p),(legs c),NA,1.584962500721156,1.584962500721156,How many legs does the purple monster have?
1226,1,Kids,8,102,heads,bad,exposure,3,2,3,1,2,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,How many monsters have square heads?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.811278124459133,6.1699250014423175,How many monsters have a square head?
1226,2,Kids,8,102,heads,bad,exposure,3,2,3,1,2,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Which monsters have square heads,NA,NA,invalid,NA,1,NA
1226,3,Kids,8,102,heads,bad,exposure,3,2,3,1,2,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,How many monsters have two legs?,(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,1.3921472236645345,3.169925001442312,How many monsters have two legs?
1226,4,Kids,8,102,heads,bad,exposure,3,2,3,1,2,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,How many monsters have two legs with a square head?,(++ (map (lambda x0 (and (== (legs x0) 2) (== (shape x0) Square))) (set b r p))),(++ (map (lambda x0 (and (== (legs x0) n) (== (shape x0) s))) (set b r p))),NA,0.6500224216483543,5.75488750216347,How many monsters have two legs and a square head?
1228,1,Kids,8,100,heads,good,baseline,3,2,3,NA,NA,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,"Does the blue one have three feet, two feet, or one foot?",(legs b),(legs c),NA,1.584962500721156,5.75488750216347,How many legs does the blue monster have?
1228,2,Kids,8,100,heads,good,baseline,3,2,3,NA,NA,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,"Does the purple monster have three legs, two legs, or one leg?",(legs p),(legs c),NA,1.584962500721156,3.169925001442312,How many legs does the purple monster have?
1228,3,Kids,8,100,heads,good,baseline,3,2,3,NA,NA,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does the red monster have a circle head?,(== (shape r) Circle),(== (shape c) s),NA,1,1,Does the red monster have a circle head?
1228,4,Kids,8,100,heads,good,baseline,3,2,3,NA,NA,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Do the blue and red monsters have the same amount of legs?,(== (legs b) (legs r)),(== (legs c) (legs c)),NA,0.9182958340544899,6.1699250014423175,Does the blue monster have the same number of legs as the red monster?
1230,1,Kids,8,98,heads,bad,baseline,3,2,3,NA,NA,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,How many legs do the red monster have?,(legs r),(legs c),NA,1.584962500721156,5.75488750216347,How many legs does the red monster have?
1230,2,Kids,8,98,heads,bad,baseline,3,2,3,NA,NA,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Do all the monsters have the same head?,(=== (map (lambda x0 (shape x0)) (set b r p))),(=== (map (lambda x0 (shape x0)) (set b r p))),NA,0.8112781244591336,6.1699250014423175,Do all the monsters have the same head shape?
1230,3,Kids,8,98,heads,bad,baseline,3,2,3,NA,NA,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does the red monster have a square or circle head?,(shape r),(shape c),NA,1,1,What shape is the red monster's head?
1230,4,Kids,8,98,heads,bad,baseline,3,2,3,NA,NA,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Do the two monsters have the same amount of legs?,(== (legs b) (legs p)),(== (legs c) (legs c)),NA,0.9182958340544896,3.169925001442312,Does the blue monster have the same number of legs as the purple monster?
1231,1,Kids,8,104,legs,bad,exposure,3,2,3,6,6,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,How many legs do they have,NA,NA,ambiguous,NA,6.754887502163456,NA
1231,2,Kids,8,104,legs,bad,exposure,3,2,3,6,6,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,Does the purple monster have about two legs?,(== (legs p) 2),(== (legs c) n),NA,0.9182958340544896,1.584962500721156,Does the purple monster have two legs?
1231,3,Kids,8,104,legs,bad,exposure,3,2,3,6,6,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,How many legs and what shape is the head,NA,NA,invalid,NA,4.584962500721156,NA
1231,4,Kids,8,104,legs,bad,exposure,3,2,3,6,6,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Are both of them circle heads?,(and (== (shape r) Circle) (== (shape b) Circle)),(and (== (shape c) s) (== (shape c) s)),NA,0.8112781244591328,2,Do the red monster and the blue monster both have a circle head?
1232,1,Kids,6,81,heads,good,exposure,3,2,3,3,3,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does the red monsters head is it the same shape as the purple monster's or the blue monster's?,(== (shape r) (shape p)),(== (shape c) (shape c)),rewrite,1,1,Is the red monster's head the same shape as the purple monster's head?
1232,2,Kids,6,81,heads,good,exposure,3,2,3,3,3,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,"does the purple one have 3 legs, 2 legs, or 1 leg, and/or does the blue one",NA,NA,invalid,NA,3.169925001442312,NA
1232,3,Kids,6,81,heads,good,exposure,3,2,3,3,3,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Do they all have three legs and and the three legs are all facing the same way like they all usually are?,(all (map (lambda x0 (== (legs x0) 3)) (set b r p))),(all (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,2.4025698778611862e-15,6.1699250014423175,Do all the monsters have three legs?
1232,4,Kids,6,81,heads,good,exposure,3,2,3,3,3,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,Does the blue monster have a circle head or a square head?,(shape b),(shape c),NA,0.9999999999999994,5.75488750216347,What shape is the blue monster's head?
1233,1,Kids,10,122,legs,bad,baseline,3,2,3,NA,NA,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,What shape is the red monster's head?,(shape r),(shape c),NA,1,2,What shape is the red monster's head?
1233,2,Kids,10,122,legs,bad,baseline,3,2,3,NA,NA,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many legs do the purple monsters have?,(legs p),(legs c),NA,1.584962500721156,1.584962500721156,How many legs does the purple monster have?
1233,3,Kids,10,122,legs,bad,baseline,3,2,3,NA,NA,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,How many legs does the purple monster have?,(legs p),(legs c),NA,1.584962500721156,6.754887502163456,How many legs does the purple monster have?
1233,4,Kids,10,122,legs,bad,baseline,3,2,3,NA,NA,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,What shape is the red monster's head?,(shape r),(shape c),NA,0.9999999999999998,4.584962500721156,What shape is the red monster's head?
1234,1,Kids,10,121,legs,bad,exposure,3,2,3,6,6,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Does the red monster have a square head and the blue monster have a circle head?,(and (== (shape r) Square) (== (shape b) Circle)),(and (== (shape c) s) (== (shape c) s)),NA,0.8112781244591328,2,Does the red monster have a square head and the blue monster have a cricle head?
1234,2,Kids,10,121,legs,bad,exposure,3,2,3,6,6,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,"Does the red monster have a square head, the purple monster have a circle head, and the blue monster have a square head?",(and (and (== (shape r) Square) (== (shape p) Circle)) (== (shape b) Square)),(and (and (== (shape c) s) (== (shape c) s)) (== (shape c) s)),NA,0.5435644431995954,4.584962500721156,"Does the red monster have a square head, the purple monster have a circle head, and the blue monster have a square head?"
1234,3,Kids,10,121,legs,bad,exposure,3,2,3,6,6,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Does the blue monster have a square head and the red monster have a square head?,(and (== (shape b) Square) (== (shape r) Square)),(and (== (shape c) s) (== (shape c) s)),NA,0.8112781244591324,6.754887502163456,Do the blue monster and the red monster both have a square head?
1234,4,Kids,10,121,legs,bad,exposure,3,2,3,6,6,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,Does the purple monster have two legs?,(== (legs p) 2),(== (legs c) n),NA,0.9182958340544896,1.584962500721156,Does the purple monster have two legs?
1235,1,Kids,6,83,legs,good,exposure,3,2,4,3,3,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,How many legs does it have,NA,NA,ambiguous,NA,6.754887502163456,NA
1235,2,Kids,6,83,legs,good,exposure,3,2,4,3,3,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,What kind of head does the orange and blue have,NA,NA,invalid,NA,2,NA
1235,3,Kids,6,83,legs,good,exposure,3,2,4,3,3,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many legs does the purple monster have?,(legs p),(legs c),NA,1.584962500721156,1.584962500721156,How many legs does the purple monster have?
1235,4,Kids,6,83,legs,good,exposure,3,2,4,3,3,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,"How many legs does the blue monster have and what kind of heads do the blue, purple, and orange monster have",NA,NA,invalid,NA,4.584962500721156,NA
1237,1,Kids,6,82,heads,bad,baseline,3,2,3,NA,NA,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,Do any of the monsters have three legs?,(any (map (lambda x0 (== (legs x0) 3)) (set b r p))),(any (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,0.8767162889994637,5.75488750216347,Do any of the monsters have three legs?
1237,2,Kids,6,82,heads,bad,baseline,3,2,3,NA,NA,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does the red monster have a square head?,(== (shape r) Square),(== (shape c) s),NA,1,1,Does the red monster have a square head?
1237,3,Kids,6,82,heads,bad,baseline,3,2,3,NA,NA,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Do any of them have two legs?,(any (map (lambda x0 (== (legs x0) 2)) (set b r p))),(any (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,0.9910760598382222,3.169925001442312,Do any of the monsters have two legs?
