id,trial,AgeGroup,AgeGroup_Split,age_yr,age_mo,age_mo_center,question_cond,quality_cond,exposure_cond,n_attempts_color,n_attempts_head,n_attempts_legs,exp_answer_response,exp_answer_correct,trial_index,trial_type,hint_a,hint_b,hint_c,r_shape,r_legs,b_shape,b_legs,p_shape,p_legs,question,question_standard,question_program,question_abstracted_idealized,notes,EIG,entropy,match_head,match_legs,target_match,target_sim_standard,target_dist,same_as_last,sim_to_last_standard,dist_to_last,prev_trial_indices_reuse,prev_trial_indices_remixing
1273,4,Kids,9- to 10-year-olds,9,110,14.680365296803657,heads,good,baseline,3,2,3,NA,NA,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,What monster is the red monster,NA,NA,NA,invalid,NA,6.1699250014423175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1274,1,Kids,7- to 8-year-olds,7,91,-4.319634703196343,legs,bad,exposure,3,2,3,6,6,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,Is there six legs altogether?,Do all the monsters have six legs combined together?,(== (++ (map (lambda x0 (legs x0)) (set b r p))) 6),(== (++ (map (lambda x0 (legs x0)) (set b r p))) n),NA,0.9182958340544892,4.584962500721156,0,0,0,0.9317092299461365,2,NA,NA,NA,NA,NA
1274,2,Kids,7- to 8-year-olds,7,91,-4.319634703196343,legs,bad,exposure,3,2,3,6,6,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,Is there seven legs in total?,Do all the monsters have seven legs combined together?,(== (++ (map (lambda x0 (legs x0)) (set b r p))) 7),(== (++ (map (lambda x0 (legs x0)) (set b r p))) n),NA,0.9182958340544896,1.584962500721156,0,0,0,0.9204422831535339,2,1,NA,NA,nonbest_legs,
1274,3,Kids,7- to 8-year-olds,7,91,-4.319634703196343,legs,bad,exposure,3,2,3,6,6,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Is there two circle heads?,Are there two monsters with circle heads?,(== (++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))) 2),(== (++ (map (lambda x0 (== (shape x0) s)) (set b r p))) n),NA,1.0000000000000009,6.754887502163456,0,0,0,0.5672334432601929,5,0,0.5851953029632568,3,"nonbest_legs,overcomplex_legs","nonbest_legs,overcomplex_legs"
1274,4,Kids,7- to 8-year-olds,7,91,-4.319634703196343,legs,bad,exposure,3,2,3,6,6,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Is there three square heads?,Are there three monsters with square heads?,(== (++ (map (lambda x0 (== (shape x0) Square)) (set b r p))) 3),(== (++ (map (lambda x0 (== (shape x0) s)) (set b r p))) n),NA,0.8112781244591328,2,0,0,0,0.6230646371841431,5,1,0.6364597082138062,3,"nonbest_legs,overcomplex_legs,best_legs","nonbest_legs,overcomplex_legs"
1275,1,Kids,9- to 10-year-olds,9,109,13.680365296803657,heads,good,exposure,3,2,3,3,3,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does the red monster have a square head or a circle head?,What shape is the red monster's head?,(shape r),(shape c),NA,1,1,0,0,0,0.7074099779129028,11,NA,NA,NA,NA,NA
1275,2,Kids,9- to 10-year-olds,9,109,13.680365296803657,heads,good,exposure,3,2,3,3,3,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,"Does the blue monster have one leg, two legs, or three legs?",How many legs does the blue monster have?,(legs b),(legs c),NA,1.584962500721156,3.169925001442312,0,0,0,0.6293059587478638,11,0,0.5853571891784668,1,overcomplex_heads,overcomplex_heads
1275,3,Kids,9- to 10-year-olds,9,109,13.680365296803657,heads,good,exposure,3,2,3,3,3,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,What does the blue monster look like,NA,NA,NA,invalid,NA,5.75488750216347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1275,4,Kids,9- to 10-year-olds,9,109,13.680365296803657,heads,good,exposure,3,2,3,3,3,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,How many legs does the red monster have?,How many legs does the red monster have?,(legs r),(legs c),NA,1.584962500721156,6.1699250014423175,0,0,0,0.6261070370674133,11,1,0.7250090837478638,1,"overcomplex_heads,zero_heads",overcomplex_heads
1276,1,Kids,7- to 8-year-olds,7,85,-10.319634703196343,legs,good,exposure,3,2,3,3,3,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,Do any of the monsters have circle heads?,Do any of the monsters have a circle head?,(any (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(any (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,0.5435644431995954,4.584962500721156,0,0,0,0.5523420572280884,4,NA,NA,NA,NA,NA
1276,2,Kids,7- to 8-year-olds,7,85,-10.319634703196343,legs,good,exposure,3,2,3,3,3,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,Does the purple monster have two legs?,Does the purple monster have two legs?,(== (legs p) 2),(== (legs c) n),NA,0.9182958340544896,1.584962500721156,0,0,0,0.7196745276451111,9,0,0.5333211421966553,11,nonbest_legs,nonbest_legs
1276,3,Kids,7- to 8-year-olds,7,85,-10.319634703196343,legs,good,exposure,3,2,3,3,3,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Do any of the monsters have circle heads?,Do any of the monsters have a circle head?,(any (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(any (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,0.8112781244591328,2,0,0,0,0.5523420572280884,4,1,0.5333211421966553,11,"nonbest_legs,overcomplex_legs",overcomplex_legs
1276,4,Kids,7- to 8-year-olds,7,85,-10.319634703196343,legs,good,exposure,3,2,3,3,3,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Do any of the monsters have one leg?,Do any of the monsters have one leg?,(any (map (lambda x0 (== (legs x0) 1)) (set b r p))),(any (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,0.8767162889994637,6.754887502163456,0,0,0,0.8068715333938599,3,0,0.7863222360610962,2,"nonbest_legs,overcomplex_legs,zero_legs","nonbest_legs,overcomplex_legs,zero_legs"
1277,1,Kids,7- to 8-year-olds,8,102,6.680365296803657,heads,good,exposure,3,3,3,3,3,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,Does the purple one have one leg?,Does the purple monster have one leg?,(== (legs p) 1),(== (legs c) n),NA,0.9182958340544892,5.75488750216347,0,0,0,0.5023806095123291,11,NA,NA,NA,NA,NA
1277,2,Kids,7- to 8-year-olds,8,102,6.680365296803657,heads,good,exposure,3,3,3,3,3,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,How many feet does the red one have?,How many legs does the red monster have?,(legs r),(legs c),NA,1.584962500721156,6.1699250014423175,0,0,0,0.6261070370674133,11,0,0.773315966129303,2,nonbest_heads,nonbest_heads
1277,3,Kids,7- to 8-year-olds,8,102,6.680365296803657,heads,good,exposure,3,3,3,3,3,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,What head does the red one have?,What shape is the red monster's head?,(shape r),(shape c),NA,1,1,0,0,0,0.7074099779129028,11,0,0.7250090837478638,1,"nonbest_heads,best_heads","nonbest_heads,best_heads"
1277,4,Kids,7- to 8-year-olds,8,102,6.680365296803657,heads,good,exposure,3,3,3,3,3,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,What legs do the purple and blue one have,NA,NA,NA,invalid,NA,3.169925001442312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1283,1,Kids,5- to 6-year-olds,6,80,-15.319634703196343,heads,bad,exposure,3,2,3,2,2,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,Does any of the monsters have three legs?,Do any of the monsters have three legs?,(any (map (lambda x0 (== (legs x0) 3)) (set b r p))),(any (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,0.8767162889994637,5.75488750216347,0,0,0,0.6673029661178589,3,NA,NA,NA,NA,NA
1283,2,Kids,5- to 6-year-olds,6,80,-15.319634703196343,heads,bad,exposure,3,2,3,2,2,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does the red monster have a circle head?,Does the red monster have a circle head?,(== (shape r) Circle),(== (shape c) s),NA,1,1,0,0,0,0.674372673034668,9,0,0.5773054361343384,11,nonbest_heads,nonbest_heads
1283,3,Kids,5- to 6-year-olds,6,80,-15.319634703196343,heads,bad,exposure,3,2,3,2,2,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Does any of the monsters have one leg?,Do any of the monsters have one leg?,(any (map (lambda x0 (== (legs x0) 1)) (set b r p))),(any (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,-3.2034265038149176e-16,3.169925001442312,0,0,0,0.613471508026123,3,1,0.5401065349578857,11,"nonbest_heads,overcomplex_heads",overcomplex_heads
1283,4,Kids,5- to 6-year-olds,6,80,-15.319634703196343,heads,bad,exposure,3,2,3,2,2,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Does any of the monsters have a square head?,Do any of the monsters have a square head?,(any (map (lambda x0 (== (shape x0) Square)) (set b r p))),(any (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,0.5435644431995978,6.1699250014423175,0,0,0,0.91374671459198,1,0,0.729412317276001,2,"nonbest_heads,overcomplex_heads,zero_heads","nonbest_heads,overcomplex_heads,zero_heads"
1285,1,Kids,7- to 8-year-olds,7,88,-7.319634703196343,legs,good,baseline,3,2,3,NA,NA,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,"Does the red monster have a square head or a circle head

Does one monster have a square head",NA,NA,NA,invalid,NA,6.754887502163456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1285,2,Kids,7- to 8-year-olds,7,88,-7.319634703196343,legs,good,baseline,3,2,3,NA,NA,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,Does the purple one have three legs?,Does the purple monster have three legs?,(== (legs p) 3),(== (legs c) n),NA,0.9182958340544896,1.584962500721156,0,0,0,0.7418643236160278,9,NA,NA,NA,NA,NA
1285,3,Kids,7- to 8-year-olds,7,88,-7.319634703196343,legs,good,baseline,3,2,3,NA,NA,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Does the red one have a square head?,Does the red monster have a square head?,(== (shape r) Square),(== (shape c) s),NA,1,2,0,0,0,0.5253543257713318,10,0,0.6455011367797852,2,overcomplex_legs,overcomplex_legs
1285,4,Kids,7- to 8-year-olds,7,88,-7.319634703196343,legs,good,baseline,3,2,3,NA,NA,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,Does the blue monster have two legs?,Does the blue monster have two legs?,(== (legs b) 2),(== (legs c) n),NA,0.9182958340544892,4.584962500721156,0,0,0,0.7214775681495667,9,1,0.6489471793174744,2,"overcomplex_legs,zero_legs",zero_legs
1286,1,Kids,5- to 6-year-olds,5,69,-26.319634703196343,heads,bad,exposure,3,2,3,2,2,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does the red one have a circle head?,Does the red monster have a circle head?,(== (shape r) Circle),(== (shape c) s),NA,1,1,0,0,0,0.674372673034668,9,NA,NA,NA,NA,NA
1286,2,Kids,5- to 6-year-olds,5,69,-26.319634703196343,heads,bad,exposure,3,2,3,2,2,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,How many legs does the purple one have?,How many legs does the purple monster have?,(legs p),(legs c),NA,1.584962500721156,3.169925001442312,0,0,0,0.6266854405403137,11,0,0.5711202621459961,3,overcomplex_heads,overcomplex_heads
1286,3,Kids,5- to 6-year-olds,5,69,-26.319634703196343,heads,bad,exposure,3,2,3,2,2,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,Does any of them have three legs?,Do any of the monsters have three legs?,(any (map (lambda x0 (== (legs x0) 3)) (set b r p))),(any (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,0.8767162889994637,5.75488750216347,0,0,0,0.6673029661178589,3,0,0.7567026615142822,11,"overcomplex_heads,zero_heads","overcomplex_heads,zero_heads"
1286,4,Kids,5- to 6-year-olds,5,69,-26.319634703196343,heads,bad,exposure,3,2,3,2,2,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Does any of them have square head?,Do any of the monsters have a square head?,(any (map (lambda x0 (== (shape x0) Square)) (set b r p))),(any (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,0.5435644431995978,6.1699250014423175,0,0,0,0.91374671459198,1,0,0.729412317276001,2,"overcomplex_heads,zero_heads,nonbest_heads","overcomplex_heads,zero_heads,nonbest_heads"
1289,1,Kids,7- to 8-year-olds,7,92,-3.3196347031963427,legs,bad,baseline,3,2,3,NA,NA,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Is the purple monster's head the same shape as the red monster's head?,Is the purple monster's head the same shape as the red monster's head?,(== (shape p) (shape r)),(== (shape c) (shape c)),NA,1,2,0,0,0,0.4707440435886383,9,NA,NA,NA,NA,NA
1289,2,Kids,7- to 8-year-olds,7,92,-3.3196347031963427,legs,bad,baseline,3,2,3,NA,NA,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,Does the purple monster have two legs?,Does the purple monster have two legs?,(== (legs p) 2),(== (legs c) n),NA,0.9182958340544896,1.584962500721156,0,0,0,0.7196745276451111,9,0,0.6546258926391602,3,zero_legs,zero_legs
1289,3,Kids,7- to 8-year-olds,7,92,-3.3196347031963427,legs,bad,baseline,3,2,3,NA,NA,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,Does the blue monster have one leg?,Does the blue monster have one leg?,(== (legs b) 1),(== (legs c) n),NA,0.9182958340544892,4.584962500721156,0,0,0,0.7032426595687866,9,1,0.5418426990509033,3,"zero_legs,overcomplex_legs",zero_legs
1289,4,Kids,7- to 8-year-olds,7,92,-3.3196347031963427,legs,bad,baseline,3,2,3,NA,NA,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Does the purple monster have three legs?,Does the purple monster have three legs?,(== (legs p) 3),(== (legs c) n),NA,0.9182958340544896,6.754887502163456,0,0,0,0.7418643236160278,9,1,0.647314190864563,3,"zero_legs,overcomplex_legs,nonbest_legs",zero_legs
1292,1,Kids,5- to 6-year-olds,6,76,-19.319634703196343,heads,bad,baseline,3,2,3,NA,NA,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Is the red monster have a square head or a circle head?,What shape is the red monster's head?,(shape r),(shape c),NA,1,1,0,0,0,0.7074099779129028,11,NA,NA,NA,NA,NA
1292,2,Kids,5- to 6-year-olds,6,76,-19.319634703196343,heads,bad,baseline,3,2,3,NA,NA,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Do they all have one leg?,Do all the monsters have one leg?,(all (map (lambda x0 (== (legs x0) 1)) (set b r p))),(all (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,0.5032583347756454,3.169925001442312,0,0,0,0.6173698902130127,3,0,0.5023685693740845,11,overcomplex_heads,overcomplex_heads
1292,3,Kids,5- to 6-year-olds,6,76,-19.319634703196343,heads,bad,baseline,3,2,3,NA,NA,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,Does they all have the same number of legs?,Do all the monsters have the same number of legs?,(=== (map (lambda x0 (legs x0)) (set b r p))),(=== (map (lambda x0 (legs x0)) (set b r p))),NA,0.5032583347756459,5.75488750216347,0,0,0,0.6630567908287048,4,0,0.8985550403594971,3,"overcomplex_heads,zero_heads","overcomplex_heads,zero_heads"
1292,4,Kids,5- to 6-year-olds,6,76,-19.319634703196343,heads,bad,baseline,3,2,3,NA,NA,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Which shape are their heads,NA,NA,NA,invalid,NA,6.1699250014423175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1295,1,Kids,5- to 6-year-olds,6,73,-22.319634703196343,heads,good,baseline,5,3,3,NA,NA,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Does the blue monster have one leg?,Does the blue monster have one leg?,(== (legs b) 1),(== (legs c) n),NA,0.9182958340544896,3.169925001442312,0,0,0,0.499777615070343,11,NA,NA,NA,NA,NA
1295,2,Kids,5- to 6-year-olds,6,73,-22.319634703196343,heads,good,baseline,5,3,3,NA,NA,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does that one have circle head?,Does the red monster have a circle head?,(== (shape r) Circle),(== (shape c) s),NA,1,1,0,0,0,0.674372673034668,9,0,0.5846449136734009,2,zero_heads,zero_heads
1295,3,Kids,5- to 6-year-olds,6,73,-22.319634703196343,heads,good,baseline,5,3,3,NA,NA,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,Does that monster have a circle head?,Does the blue monster have a circle head?,(== (shape b) Circle),(== (shape c) s),NA,0.9999999999999994,5.75488750216347,0,0,0,0.664794921875,9,1,0.659762442111969,2,"zero_heads,overcomplex_heads",zero_heads
1295,4,Kids,5- to 6-year-olds,6,73,-22.319634703196343,heads,good,baseline,5,3,3,NA,NA,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Does that one have a circle head,NA,NA,NA,ambiguous,NA,6.1699250014423175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1296,1,Kids,5- to 6-year-olds,5,61,-34.31963470319634,heads,good,exposure,3,2,3,3,3,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,NA,NA,NA,NA,bad audio,NA,5.75488750216347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1296,2,Kids,5- to 6-year-olds,5,61,-34.31963470319634,heads,good,exposure,3,2,3,3,3,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Which head is which,NA,NA,NA,ambiguous,NA,6.1699250014423175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1296,3,Kids,5- to 6-year-olds,5,61,-34.31963470319634,heads,good,exposure,3,2,3,3,3,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,NA,NA,NA,NA,bad audio,NA,3.169925001442312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1296,4,Kids,5- to 6-year-olds,5,61,-34.31963470319634,heads,good,exposure,3,2,3,3,3,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Which head is which,NA,NA,NA,ambiguous,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1298,1,Kids,7- to 8-year-olds,7,93,-2.3196347031963427,heads,good,exposure,3,2,3,3,3,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,How many monsters have circle heads?,How many monsters have a circle head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.811278124459133,6.1699250014423175,1,0,1,0.8565942645072937,0,NA,NA,NA,NA,NA
1298,2,Kids,7- to 8-year-olds,7,93,-2.3196347031963427,heads,good,exposure,3,2,3,3,3,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,How many monsters have two legs?,How many monsters have two legs?,(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,1.6982458350160314,5.75488750216347,0,0,0,0.7383034825325012,2,0,0.7016270160675049,2,best_heads,best_heads
1298,3,Kids,7- to 8-year-olds,7,93,-2.3196347031963427,heads,good,exposure,3,2,3,3,3,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does the red monster have a square head?,Does the red monster have a square head?,(== (shape r) Square),(== (shape c) s),NA,1,1,0,0,0,0.806182861328125,9,0,0.6878097057342529,9,"best_heads,nonbest_heads","best_heads,nonbest_heads"
1298,4,Kids,7- to 8-year-olds,7,93,-2.3196347031963427,heads,good,exposure,3,2,3,3,3,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Does the blue monster have two legs?,Does the blue monster have two legs?,(== (legs b) 2),(== (legs c) n),NA,0.9182958340544896,3.169925001442312,0,0,0,0.5497976541519165,11,0,0.8089594841003418,2,"best_heads,nonbest_heads,overcomplex_heads","best_heads,nonbest_heads,overcomplex_heads"
1299,1,Kids,9- to 10-year-olds,9,111,15.680365296803657,heads,bad,exposure,3,2,3,2,2,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,What shape of head does the red monster have?,What shape is the red monster's head?,(shape r),(shape c),NA,1,1,0,0,0,0.7074099779129028,11,NA,NA,NA,NA,NA
1299,2,Kids,9- to 10-year-olds,9,111,15.680365296803657,heads,bad,exposure,3,2,3,2,2,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Does the blue and purple monster have the same amount of legs as the red monster,Do all the monsters have the same number of legs?,(=== (map (lambda x0 (legs x0)) (set b r p))),(=== (map (lambda x0 (legs x0)) (set b r p))),NA,0.5032583347756454,3.169925001442312,0,0,0,0.6630567908287048,4,0,0.46999096870422363,9,overcomplex_heads,overcomplex_heads
1299,3,Kids,9- to 10-year-olds,9,111,15.680365296803657,heads,bad,exposure,3,2,3,2,2,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Do two of the monsters have a circle head?,Are there two monsters with circle heads?,(== (++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))) 2),(== (++ (map (lambda x0 (== (shape x0) s)) (set b r p))) n),NA,0.9544340029249652,6.1699250014423175,0,0,0,0.7343606352806091,2,0,0.6520042419433594,6,"overcomplex_heads,zero_heads","overcomplex_heads,zero_heads"
1299,4,Kids,9- to 10-year-olds,9,111,15.680365296803657,heads,bad,exposure,3,2,3,2,2,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,Do all the monsters have different amounts of legs?,Do all the monsters have a different number of legs?,(== (setSize (unique (map (lambda x0 (legs x0)) (set b r p)))) 3),(== (setSize (unique (map (lambda x0 (legs x0)) (set b r p)))) n),rewrite,0.7642045065086203,5.75488750216347,0,0,0,0.6653586626052856,7,0,0.9913604259490967,4,"overcomplex_heads,zero_heads,best_heads","overcomplex_heads,zero_heads,best_heads"
1300,1,Kids,7- to 8-year-olds,8,106,10.680365296803657,legs,bad,baseline,3,2,3,NA,NA,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Is the blue monster's head the same as the red monster's head?,Is the blue monster's head the same shape as the red monster's head?,(== (shape b) (shape r)),(== (shape c) (shape c)),NA,1,2,0,0,0,0.4672451615333557,9,NA,NA,NA,NA,NA
1300,2,Kids,7- to 8-year-olds,8,106,10.680365296803657,legs,bad,baseline,3,2,3,NA,NA,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many legs does the purple monster have?,How many legs does the purple monster have?,(legs p),(legs c),NA,1.584962500721156,1.584962500721156,0,0,0,0.7946264743804932,9,0,0.5170231461524963,4,zero_legs,zero_legs
1300,3,Kids,7- to 8-year-olds,8,106,10.680365296803657,legs,bad,baseline,3,2,3,NA,NA,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,Does the blue monster have the same amount of legs as the purple and red monster?,Do all the monsters have the same number of legs?,(=== (map (lambda x0 (legs x0)) (set b r p))),(=== (map (lambda x0 (legs x0)) (set b r p))),NA,-1.6017132519074597e-15,4.584962500721156,0,0,0,0.875372588634491,1,0,0.7602323293685913,9,"zero_legs,overcomplex_legs","zero_legs,overcomplex_legs"
1300,4,Kids,7- to 8-year-olds,8,106,10.680365296803657,legs,bad,baseline,3,2,3,NA,NA,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Do all the monsters have the same amount of legs?,Do all the monsters have the same number of legs?,(=== (map (lambda x0 (legs x0)) (set b r p))),(=== (map (lambda x0 (legs x0)) (set b r p))),NA,0.5032583347756443,6.754887502163456,0,0,0,0.875372588634491,1,1,0.7602323293685913,9,"zero_legs,overcomplex_legs,nonbest_legs","zero_legs,overcomplex_legs"
1302,1,Kids,5- to 6-year-olds,5,60,-35.31963470319634,heads,bad,exposure,3,2,3,2,2,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,red,NA,NA,NA,invalid,NA,3.169925001442312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1302,2,Kids,5- to 6-year-olds,5,60,-35.31963470319634,heads,bad,exposure,3,2,3,2,2,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,happy,NA,NA,NA,invalid,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1302,3,Kids,5- to 6-year-olds,5,60,-35.31963470319634,heads,bad,exposure,3,2,3,2,2,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,Sandwich friend,NA,NA,NA,invalid,NA,5.75488750216347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1302,4,Kids,5- to 6-year-olds,5,60,-35.31963470319634,heads,bad,exposure,3,2,3,2,2,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Playing bubble with friends,NA,NA,NA,invalid,NA,6.1699250014423175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1303,1,Kids,7- to 8-year-olds,8,98,2.6803652968036573,legs,bad,exposure,3,2,3,6,6,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many legs do they all have combined?,How many legs do all the monsters have combined together?,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (legs x0)) (set b r p))),NA,1.584962500721156,1.584962500721156,0,1,1,1,0,NA,NA,NA,NA,NA
1303,2,Kids,7- to 8-year-olds,8,98,2.6803652968036573,legs,bad,exposure,3,2,3,6,6,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,How many legs do they have in total?,How many legs do all the monsters have combined together?,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (legs x0)) (set b r p))),NA,2.5259686330010953,6.754887502163456,0,1,1,1,0,1,NA,NA,overcomplex_legs,
1303,3,Kids,7- to 8-year-olds,8,98,2.6803652968036573,legs,bad,exposure,3,2,3,6,6,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,"Do they all have the same head, or do two of them have the same head and one doesn't?",Do all the monsters have the same head shape?,(=== (map (lambda x0 (shape x0)) (set b r p))),(=== (map (lambda x0 (shape x0)) (set b r p))),NA,0.8112781244591328,2,0,0,0,0.5870043039321899,2,0,0.5870043039321899,2,"overcomplex_legs,best_legs","overcomplex_legs,best_legs"
